"","date","ind","site","alive","surv","age","year","m_weight","sd_weight"
"1",2014-07-10,"100b14",100,1,1,1,2014,33.5,1.73205080756888
"2",2014-07-11,"100b14",100,1,1,2,2014,36.2416666666667,4.81771339110584
"3",2014-07-12,"100b14",100,1,1,3,2014,40.0086956521739,8.52919654339665
"4",2014-07-13,"100b14",100,1,1,4,2014,51.4782608695652,15.2996421978881
"5",2014-07-14,"100b14",100,1,1,5,2014,60.7391304347826,13.7781691332351
"6",2014-07-15,"100b14",100,1,1,6,2014,84.6904761904762,20.5479666019543
"7",2014-07-16,"100b14",100,1,1,7,2014,110.133333333333,34.4020181177604
"8",2014-07-17,"100b14",100,1,1,8,2014,132.307692307692,43.6183917925008
"9",2014-07-18,"100b14",100,1,1,9,2014,153.928571428571,47.7741046945422
"10",2014-07-19,"100b14",100,1,1,10,2014,191.84375,48.8685593066716
"11",2014-07-20,"100b14",100,1,1,11,2014,220.80487804878,65.384332799301
"12",2014-07-21,"100b14",100,1,1,12,2014,274.9375,64.2240544240759
"13",2014-07-22,"100b14",100,1,1,13,2014,299.090909090909,89.4175089626797
"14",2014-07-23,"100b14",100,1,1,14,2014,326.740740740741,95.5999648344772
"15",2014-07-24,"100b14",100,1,1,15,2014,369.533333333333,71.1912108742865
"16",2014-07-25,"100b14",100,1,1,16,2014,399.772727272727,97.1529275519986
"17",2014-07-26,"100b14",100,1,1,17,2014,441.285714285714,143.890678893831
"18",2014-07-27,"100b14",100,1,1,18,2014,513.294117647059,115.362344758744
"19",2014-07-28,"100b14",100,1,1,19,2014,522.125,127.961908394647
"20",2014-07-29,"100b14",100,1,1,20,2014,539.555555555556,106.514965655051
"21",2014-07-30,"100b14",100,1,1,21,2014,564.764705882353,104.064973533738
"22",2014-07-31,"100b14",100,1,1,22,2014,577.681818181818,111.557111729774
"23",2014-08-01,"100b14",100,1,1,23,2014,654.333333333333,117.646877896474
"24",2014-08-02,"100b14",100,1,1,24,2014,652.45,130.09732187057
"25",2014-08-03,"100b14",100,1,1,25,2014,701.545454545455,126.553104709795
"26",2014-08-04,"100b14",100,1,1,26,2014,576.96,153.987683490163
"27",2014-08-05,"100b14",100,1,1,27,2014,623.866666666667,123.757173914235
"28",2014-08-06,"100b14",100,1,1,28,2014,714.818181818182,141.872349795031
"29",2014-08-07,"100b14",100,1,1,29,2014,658.571428571429,91.4327752009769
"30",2014-08-08,"100b14",100,1,1,30,2014,692.5,124.801026823886
"31",2014-08-09,"100b14",100,1,1,31,2014,671.714285714286,178.664250161341
"32",2014-08-10,"100b14",100,1,1,32,2014,581.307692307692,134.305239793157
"33",2014-08-11,"100b14",100,1,1,33,2014,659.4,49.2321033473078
"34",2014-08-12,"100b14",100,1,1,34,2014,838.25,35.1318943411823
"35",2014-08-13,"100b14",100,1,1,35,2014,651.5,2.12132034355964
"36",2014-08-14,"100b14",100,1,1,36,2014,NA,NA
"37",2014-08-15,"100b14",100,1,1,37,2014,NA,NA
"38",2014-08-16,"100b14",100,1,1,38,2014,NA,NA
"39",2014-08-17,"100b14",100,1,1,39,2014,NA,NA
"40",2014-08-18,"100b14",100,1,1,40,2014,NA,NA
"41",2014-08-19,"100b14",100,1,1,41,2014,NA,NA
"42",2014-08-20,"100b14",100,1,1,42,2014,NA,NA
"43",2014-08-21,"100b14",100,1,1,43,2014,NA,NA
"44",2014-08-22,"100b14",100,1,1,44,2014,NA,NA
"45",2014-08-23,"100b14",100,1,1,45,2014,NA,NA
"46",2014-08-24,"100b14",100,1,1,46,2014,NA,NA
"47",2014-08-25,"100b14",100,1,1,47,2014,NA,NA
"48",2014-08-26,"100b14",100,1,1,48,2014,NA,NA
"49",2014-08-27,"100b14",100,1,1,49,2014,NA,NA
"50",2014-08-28,"100b14",100,1,1,50,2014,NA,NA
"51",2014-08-29,"100b14",100,1,1,51,2014,NA,NA
"52",2014-08-30,"100b14",100,1,1,52,2014,NA,NA
"53",2014-08-31,"100b14",100,1,1,53,2014,NA,NA
"54",2014-09-01,"100b14",100,1,1,54,2014,NA,NA
"55",2014-09-02,"100b14",100,1,1,55,2014,NA,NA
"56",2014-09-03,"100b14",100,1,1,56,2014,NA,NA
"57",2014-09-04,"100b14",100,1,1,57,2014,NA,NA
"58",2014-09-05,"100b14",100,1,1,58,2014,NA,NA
"59",2014-09-06,"100b14",100,1,1,59,2014,NA,NA
"60",2014-09-07,"100b14",100,1,1,60,2014,NA,NA
"61",2014-09-08,"100b14",100,1,1,61,2014,NA,NA
"62",2014-09-09,"100b14",100,1,1,62,2014,NA,NA
"63",2014-09-10,"100b14",100,1,1,63,2014,NA,NA
"64",2014-09-11,"100b14",100,1,1,64,2014,NA,NA
"65",2014-09-12,"100b14",100,1,1,65,2014,NA,NA
"66",2014-09-13,"100b14",100,1,1,66,2014,NA,NA
"67",2014-09-14,"100b14",100,1,1,67,2014,NA,NA
"68",2014-09-15,"100b14",100,1,1,68,2014,NA,NA
"69",2014-09-16,"100b14",100,1,1,69,2014,NA,NA
"70",2014-09-17,"100b14",100,1,1,70,2014,NA,NA
"71",2014-09-18,"100b14",100,1,1,71,2014,NA,NA
"72",2016-07-10,"100b16",100,1,1,1,2016,33.5,1.73205080756888
"73",2016-07-11,"100b16",100,1,1,2,2016,36.2416666666667,4.81771339110584
"74",2016-07-12,"100b16",100,1,1,3,2016,40.0086956521739,8.52919654339665
"75",2016-07-13,"100b16",100,1,1,4,2016,51.4782608695652,15.2996421978881
"76",2016-07-14,"100b16",100,1,1,5,2016,60.7391304347826,13.7781691332351
"77",2016-07-15,"100b16",100,1,1,6,2016,84.6904761904762,20.5479666019543
"78",2016-07-16,"100b16",100,1,1,7,2016,110.133333333333,34.4020181177604
"79",2016-07-17,"100b16",100,1,1,8,2016,132.307692307692,43.6183917925008
"80",2016-07-18,"100b16",100,1,1,9,2016,153.928571428571,47.7741046945422
"81",2016-07-19,"100b16",100,1,1,10,2016,191.84375,48.8685593066716
"82",2016-07-20,"100b16",100,1,1,11,2016,220.80487804878,65.384332799301
"83",2016-07-21,"100b16",100,1,1,12,2016,274.9375,64.2240544240759
"84",2016-07-22,"100b16",100,1,1,13,2016,299.090909090909,89.4175089626797
"85",2016-07-23,"100b16",100,1,1,14,2016,326.740740740741,95.5999648344772
"86",2016-07-24,"100b16",100,1,1,15,2016,369.533333333333,71.1912108742865
"87",2016-07-25,"100b16",100,1,1,16,2016,399.772727272727,97.1529275519986
"88",2016-07-26,"100b16",100,1,1,17,2016,441.285714285714,143.890678893831
"89",2016-07-27,"100b16",100,1,1,18,2016,513.294117647059,115.362344758744
"90",2016-07-28,"100b16",100,1,1,19,2016,522.125,127.961908394647
"91",2016-07-29,"100b16",100,1,1,20,2016,539.555555555556,106.514965655051
"92",2016-07-30,"100b16",100,1,1,21,2016,564.764705882353,104.064973533738
"93",2016-07-31,"100b16",100,1,1,22,2016,577.681818181818,111.557111729774
"94",2016-08-01,"100b16",100,1,1,23,2016,654.333333333333,117.646877896474
"95",2016-08-02,"100b16",100,1,1,24,2016,652.45,130.09732187057
"96",2016-08-03,"100b16",100,1,1,25,2016,701.545454545455,126.553104709795
"97",2016-08-04,"100b16",100,1,1,26,2016,576.96,153.987683490163
"98",2016-08-05,"100b16",100,1,1,27,2016,623.866666666667,123.757173914235
"99",2016-08-06,"100b16",100,1,1,28,2016,714.818181818182,141.872349795031
"100",2016-08-07,"100b16",100,1,1,29,2016,658.571428571429,91.4327752009769
"101",2016-08-08,"100b16",100,1,1,30,2016,692.5,124.801026823886
"102",2016-08-09,"100b16",100,1,1,31,2016,671.714285714286,178.664250161341
"103",2016-08-10,"100b16",100,1,1,32,2016,581.307692307692,134.305239793157
"104",2016-08-11,"100b16",100,1,1,33,2016,659.4,49.2321033473078
"105",2016-08-12,"100b16",100,1,1,34,2016,838.25,35.1318943411823
"106",2016-08-13,"100b16",100,1,1,35,2016,651.5,2.12132034355964
"107",2016-08-14,"100b16",100,1,1,36,2016,NA,NA
"108",2016-08-15,"100b16",100,1,1,37,2016,NA,NA
"109",2016-08-16,"100b16",100,1,1,38,2016,NA,NA
"110",2016-08-17,"100b16",100,1,1,39,2016,NA,NA
"111",2016-08-18,"100b16",100,1,1,40,2016,NA,NA
"112",2016-08-19,"100b16",100,1,1,41,2016,NA,NA
"113",2016-08-20,"100b16",100,1,1,42,2016,NA,NA
"114",2016-08-21,"100b16",100,1,1,43,2016,NA,NA
"115",2016-08-22,"100b16",100,1,1,44,2016,NA,NA
"116",2016-08-23,"100b16",100,1,1,45,2016,NA,NA
"117",2016-08-24,"100b16",100,1,1,46,2016,NA,NA
"118",2016-08-25,"100b16",100,1,1,47,2016,NA,NA
"119",2016-08-26,"100b16",100,1,1,48,2016,NA,NA
"120",2016-08-27,"100b16",100,1,1,49,2016,NA,NA
"121",2016-08-28,"100b16",100,1,1,50,2016,NA,NA
"122",2016-08-29,"100b16",100,1,1,51,2016,NA,NA
"123",2016-08-30,"100b16",100,1,1,52,2016,NA,NA
"124",2016-08-31,"100b16",100,1,1,53,2016,NA,NA
"125",2016-09-01,"100b16",100,1,1,54,2016,NA,NA
"126",2016-09-02,"100b16",100,1,1,55,2016,NA,NA
"127",2016-09-03,"100b16",100,1,1,56,2016,NA,NA
"128",2016-09-04,"100b16",100,1,1,57,2016,NA,NA
"129",2016-09-05,"100b16",100,1,1,58,2016,NA,NA
"130",2016-09-06,"100b16",100,1,1,59,2016,NA,NA
"131",2016-09-07,"100b16",100,1,1,60,2016,NA,NA
"132",2016-09-08,"100b16",100,1,1,61,2016,NA,NA
"133",2016-09-09,"100b16",100,1,1,62,2016,NA,NA
"134",2016-09-10,"100b16",100,1,1,63,2016,NA,NA
"135",2016-09-11,"100b16",100,1,1,64,2016,NA,NA
"136",2016-09-12,"100b16",100,1,1,65,2016,NA,NA
"137",2016-09-13,"100b16",100,1,1,66,2016,NA,NA
"138",2016-09-14,"100b16",100,1,1,67,2016,NA,NA
"139",2016-09-15,"100b16",100,1,1,68,2016,NA,NA
"140",2016-09-16,"100b16",100,1,1,69,2016,NA,NA
"141",2016-09-17,"100b16",100,1,1,70,2016,NA,NA
"142",2016-09-18,"100b16",100,1,1,71,2016,NA,NA
"143",2017-07-10,"100b17",100,1,0,1,2017,33.5,1.73205080756888
"144",2017-07-11,"100b17",100,1,0,2,2017,36.2416666666667,4.81771339110584
"145",2017-07-12,"100b17",100,1,0,3,2017,40.0086956521739,8.52919654339665
"146",2017-07-13,"100b17",100,1,0,4,2017,51.4782608695652,15.2996421978881
"147",2017-07-14,"100b17",100,1,0,5,2017,60.7391304347826,13.7781691332351
"148",2017-07-15,"100b17",100,1,0,6,2017,84.6904761904762,20.5479666019543
"149",2017-07-16,"100b17",100,1,0,7,2017,110.133333333333,34.4020181177604
"150",2017-07-17,"100b17",100,1,0,8,2017,132.307692307692,43.6183917925008
"151",2017-07-18,"100b17",100,1,0,9,2017,153.928571428571,47.7741046945422
"152",2017-07-19,"100b17",100,1,0,10,2017,191.84375,48.8685593066716
"153",2017-07-20,"100b17",100,1,0,11,2017,220.80487804878,65.384332799301
"154",2017-07-21,"100b17",100,1,0,12,2017,274.9375,64.2240544240759
"155",2017-07-22,"100b17",100,1,0,13,2017,299.090909090909,89.4175089626797
"156",2017-07-23,"100b17",100,1,0,14,2017,326.740740740741,95.5999648344772
"157",2017-07-24,"100b17",100,1,0,15,2017,369.533333333333,71.1912108742865
"158",2017-07-25,"100b17",100,1,0,16,2017,399.772727272727,97.1529275519986
"159",2017-07-26,"100b17",100,1,0,17,2017,441.285714285714,143.890678893831
"160",2017-07-27,"100b17",100,1,0,18,2017,513.294117647059,115.362344758744
"161",2017-07-28,"100b17",100,1,0,19,2017,522.125,127.961908394647
"162",2017-07-29,"100b17",100,1,0,20,2017,539.555555555556,106.514965655051
"163",2014-07-12,"100bk14",100,1,1,1,2014,33.5,1.73205080756888
"164",2014-07-13,"100bk14",100,1,1,2,2014,36.2416666666667,4.81771339110584
"165",2014-07-14,"100bk14",100,1,1,3,2014,40.0086956521739,8.52919654339665
"166",2014-07-15,"100bk14",100,1,1,4,2014,51.4782608695652,15.2996421978881
"167",2014-07-16,"100bk14",100,1,1,5,2014,60.7391304347826,13.7781691332351
"168",2014-07-17,"100bk14",100,1,1,6,2014,84.6904761904762,20.5479666019543
"169",2014-07-18,"100bk14",100,1,1,7,2014,110.133333333333,34.4020181177604
"170",2014-07-19,"100bk14",100,1,1,8,2014,132.307692307692,43.6183917925008
"171",2014-07-20,"100bk14",100,1,1,9,2014,153.928571428571,47.7741046945422
"172",2014-07-21,"100bk14",100,1,1,10,2014,191.84375,48.8685593066716
"173",2014-07-22,"100bk14",100,1,1,11,2014,220.80487804878,65.384332799301
"174",2014-07-23,"100bk14",100,1,1,12,2014,274.9375,64.2240544240759
"175",2014-07-24,"100bk14",100,1,1,13,2014,299.090909090909,89.4175089626797
"176",2014-07-25,"100bk14",100,1,1,14,2014,326.740740740741,95.5999648344772
"177",2014-07-26,"100bk14",100,1,1,15,2014,369.533333333333,71.1912108742865
"178",2014-07-27,"100bk14",100,1,1,16,2014,399.772727272727,97.1529275519986
"179",2014-07-28,"100bk14",100,1,1,17,2014,441.285714285714,143.890678893831
"180",2014-07-29,"100bk14",100,1,1,18,2014,513.294117647059,115.362344758744
"181",2014-07-30,"100bk14",100,1,1,19,2014,522.125,127.961908394647
"182",2014-07-31,"100bk14",100,1,1,20,2014,539.555555555556,106.514965655051
"183",2014-08-01,"100bk14",100,1,1,21,2014,564.764705882353,104.064973533738
"184",2014-08-02,"100bk14",100,1,1,22,2014,577.681818181818,111.557111729774
"185",2014-08-03,"100bk14",100,1,1,23,2014,654.333333333333,117.646877896474
"186",2014-08-04,"100bk14",100,1,1,24,2014,652.45,130.09732187057
"187",2014-08-05,"100bk14",100,1,1,25,2014,701.545454545455,126.553104709795
"188",2014-08-06,"100bk14",100,1,1,26,2014,576.96,153.987683490163
"189",2014-08-07,"100bk14",100,1,1,27,2014,623.866666666667,123.757173914235
"190",2014-08-08,"100bk14",100,1,1,28,2014,714.818181818182,141.872349795031
"191",2014-08-09,"100bk14",100,1,1,29,2014,658.571428571429,91.4327752009769
"192",2014-08-10,"100bk14",100,1,1,30,2014,692.5,124.801026823886
"193",2014-08-11,"100bk14",100,1,1,31,2014,671.714285714286,178.664250161341
"194",2014-08-12,"100bk14",100,1,1,32,2014,581.307692307692,134.305239793157
"195",2014-08-13,"100bk14",100,1,1,33,2014,659.4,49.2321033473078
"196",2014-08-14,"100bk14",100,1,1,34,2014,838.25,35.1318943411823
"197",2014-08-15,"100bk14",100,1,1,35,2014,651.5,2.12132034355964
"198",2014-08-16,"100bk14",100,1,1,36,2014,NA,NA
"199",2014-08-17,"100bk14",100,1,1,37,2014,NA,NA
"200",2014-08-18,"100bk14",100,1,1,38,2014,NA,NA
"201",2014-08-19,"100bk14",100,1,1,39,2014,NA,NA
"202",2014-08-20,"100bk14",100,1,1,40,2014,NA,NA
"203",2014-08-21,"100bk14",100,1,1,41,2014,NA,NA
"204",2014-08-22,"100bk14",100,1,1,42,2014,NA,NA
"205",2014-08-23,"100bk14",100,1,1,43,2014,NA,NA
"206",2014-08-24,"100bk14",100,1,1,44,2014,NA,NA
"207",2014-08-25,"100bk14",100,1,1,45,2014,NA,NA
"208",2014-08-26,"100bk14",100,1,1,46,2014,NA,NA
"209",2014-08-27,"100bk14",100,1,1,47,2014,NA,NA
"210",2014-08-28,"100bk14",100,1,1,48,2014,NA,NA
"211",2014-08-29,"100bk14",100,1,1,49,2014,NA,NA
"212",2014-08-30,"100bk14",100,1,1,50,2014,NA,NA
"213",2014-08-31,"100bk14",100,1,1,51,2014,NA,NA
"214",2014-09-01,"100bk14",100,1,1,52,2014,NA,NA
"215",2014-09-02,"100bk14",100,1,1,53,2014,NA,NA
"216",2014-09-03,"100bk14",100,1,1,54,2014,NA,NA
"217",2014-09-04,"100bk14",100,1,1,55,2014,NA,NA
"218",2014-09-05,"100bk14",100,1,1,56,2014,NA,NA
"219",2014-09-06,"100bk14",100,1,1,57,2014,NA,NA
"220",2014-09-07,"100bk14",100,1,1,58,2014,NA,NA
"221",2014-09-08,"100bk14",100,1,1,59,2014,NA,NA
"222",2014-09-09,"100bk14",100,1,1,60,2014,NA,NA
"223",2014-09-10,"100bk14",100,1,1,61,2014,NA,NA
"224",2014-09-11,"100bk14",100,1,1,62,2014,NA,NA
"225",2014-09-12,"100bk14",100,1,1,63,2014,NA,NA
"226",2014-09-13,"100bk14",100,1,1,64,2014,NA,NA
"227",2014-09-14,"100bk14",100,1,1,65,2014,NA,NA
"228",2014-09-15,"100bk14",100,1,1,66,2014,NA,NA
"229",2014-09-16,"100bk14",100,1,1,67,2014,NA,NA
"230",2014-09-17,"100bk14",100,1,1,68,2014,NA,NA
"231",2014-09-18,"100bk14",100,1,1,69,2014,NA,NA
"232",2014-09-19,"100bk14",100,1,1,70,2014,NA,NA
"233",2014-09-20,"100bk14",100,1,1,71,2014,NA,NA
"234",2016-07-14,"100bk16",100,1,0,1,2016,33.5,1.73205080756888
"235",2016-07-15,"100bk16",100,1,0,2,2016,36.2416666666667,4.81771339110584
"236",2016-07-16,"100bk16",100,1,0,3,2016,40.0086956521739,8.52919654339665
"237",2016-07-17,"100bk16",100,1,0,4,2016,51.4782608695652,15.2996421978881
"238",2016-07-18,"100bk16",100,1,0,5,2016,60.7391304347826,13.7781691332351
"239",2016-07-19,"100bk16",100,1,0,6,2016,84.6904761904762,20.5479666019543
"240",2016-07-20,"100bk16",100,1,0,7,2016,110.133333333333,34.4020181177604
"241",2016-07-21,"100bk16",100,1,0,8,2016,132.307692307692,43.6183917925008
"242",2016-07-22,"100bk16",100,1,0,9,2016,153.928571428571,47.7741046945422
"243",2016-07-23,"100bk16",100,1,0,10,2016,191.84375,48.8685593066716
"244",2016-07-24,"100bk16",100,1,0,11,2016,220.80487804878,65.384332799301
"245",2016-07-25,"100bk16",100,1,0,12,2016,274.9375,64.2240544240759
"246",2016-07-26,"100bk16",100,1,0,13,2016,299.090909090909,89.4175089626797
"247",2016-07-27,"100bk16",100,1,0,14,2016,326.740740740741,95.5999648344772
"248",2016-07-28,"100bk16",100,1,0,15,2016,369.533333333333,71.1912108742865
"249",2016-07-29,"100bk16",100,1,0,16,2016,399.772727272727,97.1529275519986
"250",2016-07-30,"100bk16",100,1,0,17,2016,441.285714285714,143.890678893831
"251",2016-07-31,"100bk16",100,1,0,18,2016,513.294117647059,115.362344758744
"252",2016-08-01,"100bk16",100,1,0,19,2016,522.125,127.961908394647
"253",2016-08-02,"100bk16",100,1,0,20,2016,539.555555555556,106.514965655051
"254",2016-08-03,"100bk16",100,1,0,21,2016,564.764705882353,104.064973533738
"255",2016-08-04,"100bk16",100,1,0,22,2016,577.681818181818,111.557111729774
"256",2017-07-12,"100bk17",100,1,0,1,2017,33.5,1.73205080756888
"257",2017-07-13,"100bk17",100,1,0,2,2017,36.2416666666667,4.81771339110584
"258",2017-07-14,"100bk17",100,1,0,3,2017,40.0086956521739,8.52919654339665
"259",2017-07-15,"100bk17",100,1,0,4,2017,51.4782608695652,15.2996421978881
"260",2017-07-16,"100bk17",100,1,0,5,2017,60.7391304347826,13.7781691332351
"261",2017-07-17,"100bk17",100,1,0,6,2017,84.6904761904762,20.5479666019543
"262",2017-07-18,"100bk17",100,1,0,7,2017,110.133333333333,34.4020181177604
"263",2017-07-19,"100bk17",100,1,0,8,2017,132.307692307692,43.6183917925008
"264",2017-07-20,"100bk17",100,1,0,9,2017,153.928571428571,47.7741046945422
"265",2017-07-21,"100bk17",100,1,0,10,2017,191.84375,48.8685593066716
"266",2017-07-22,"100bk17",100,1,0,11,2017,220.80487804878,65.384332799301
"267",2017-07-23,"100bk17",100,1,0,12,2017,274.9375,64.2240544240759
"268",2017-07-24,"100bk17",100,1,0,13,2017,299.090909090909,89.4175089626797
"269",2017-07-25,"100bk17",100,1,0,14,2017,326.740740740741,95.5999648344772
"270",2017-07-26,"100bk17",100,1,0,15,2017,369.533333333333,71.1912108742865
"271",2017-07-27,"100bk17",100,1,0,16,2017,399.772727272727,97.1529275519986
"272",2017-07-28,"100bk17",100,1,0,17,2017,441.285714285714,143.890678893831
"273",2017-07-29,"100bk17",100,1,0,18,2017,513.294117647059,115.362344758744
"274",2014-07-10,"100g14",100,1,1,1,2014,33.5,1.73205080756888
"275",2014-07-11,"100g14",100,1,1,2,2014,36.2416666666667,4.81771339110584
"276",2014-07-12,"100g14",100,1,1,3,2014,40.0086956521739,8.52919654339665
"277",2014-07-13,"100g14",100,1,1,4,2014,51.4782608695652,15.2996421978881
"278",2014-07-14,"100g14",100,1,1,5,2014,60.7391304347826,13.7781691332351
"279",2014-07-15,"100g14",100,1,1,6,2014,84.6904761904762,20.5479666019543
"280",2014-07-16,"100g14",100,1,1,7,2014,110.133333333333,34.4020181177604
"281",2014-07-17,"100g14",100,1,1,8,2014,132.307692307692,43.6183917925008
"282",2014-07-18,"100g14",100,1,1,9,2014,153.928571428571,47.7741046945422
"283",2014-07-19,"100g14",100,1,1,10,2014,191.84375,48.8685593066716
"284",2014-07-20,"100g14",100,1,1,11,2014,220.80487804878,65.384332799301
"285",2014-07-21,"100g14",100,1,1,12,2014,274.9375,64.2240544240759
"286",2014-07-22,"100g14",100,1,1,13,2014,299.090909090909,89.4175089626797
"287",2014-07-23,"100g14",100,1,1,14,2014,326.740740740741,95.5999648344772
"288",2014-07-24,"100g14",100,1,1,15,2014,369.533333333333,71.1912108742865
"289",2014-07-25,"100g14",100,1,1,16,2014,399.772727272727,97.1529275519986
"290",2014-07-26,"100g14",100,1,1,17,2014,441.285714285714,143.890678893831
"291",2014-07-27,"100g14",100,1,1,18,2014,513.294117647059,115.362344758744
"292",2014-07-28,"100g14",100,1,1,19,2014,522.125,127.961908394647
"293",2014-07-29,"100g14",100,1,1,20,2014,539.555555555556,106.514965655051
"294",2014-07-30,"100g14",100,1,1,21,2014,564.764705882353,104.064973533738
"295",2014-07-31,"100g14",100,1,1,22,2014,577.681818181818,111.557111729774
"296",2014-08-01,"100g14",100,1,1,23,2014,654.333333333333,117.646877896474
"297",2014-08-02,"100g14",100,1,1,24,2014,652.45,130.09732187057
"298",2014-08-03,"100g14",100,1,1,25,2014,701.545454545455,126.553104709795
"299",2014-08-04,"100g14",100,1,1,26,2014,576.96,153.987683490163
"300",2014-08-05,"100g14",100,1,1,27,2014,623.866666666667,123.757173914235
"301",2014-08-06,"100g14",100,1,1,28,2014,714.818181818182,141.872349795031
"302",2014-08-07,"100g14",100,1,1,29,2014,658.571428571429,91.4327752009769
"303",2014-08-08,"100g14",100,1,1,30,2014,692.5,124.801026823886
"304",2014-08-09,"100g14",100,1,1,31,2014,671.714285714286,178.664250161341
"305",2014-08-10,"100g14",100,1,1,32,2014,581.307692307692,134.305239793157
"306",2014-08-11,"100g14",100,1,1,33,2014,659.4,49.2321033473078
"307",2014-08-12,"100g14",100,1,1,34,2014,838.25,35.1318943411823
"308",2014-08-13,"100g14",100,1,1,35,2014,651.5,2.12132034355964
"309",2014-08-14,"100g14",100,1,1,36,2014,NA,NA
"310",2014-08-15,"100g14",100,1,1,37,2014,NA,NA
"311",2014-08-16,"100g14",100,1,1,38,2014,NA,NA
"312",2014-08-17,"100g14",100,1,1,39,2014,NA,NA
"313",2014-08-18,"100g14",100,1,1,40,2014,NA,NA
"314",2014-08-19,"100g14",100,1,1,41,2014,NA,NA
"315",2014-08-20,"100g14",100,1,1,42,2014,NA,NA
"316",2014-08-21,"100g14",100,1,1,43,2014,NA,NA
"317",2014-08-22,"100g14",100,1,1,44,2014,NA,NA
"318",2014-08-23,"100g14",100,1,1,45,2014,NA,NA
"319",2014-08-24,"100g14",100,1,1,46,2014,NA,NA
"320",2014-08-25,"100g14",100,1,1,47,2014,NA,NA
"321",2014-08-26,"100g14",100,1,1,48,2014,NA,NA
"322",2014-08-27,"100g14",100,1,1,49,2014,NA,NA
"323",2014-08-28,"100g14",100,1,1,50,2014,NA,NA
"324",2014-08-29,"100g14",100,1,1,51,2014,NA,NA
"325",2014-08-30,"100g14",100,1,1,52,2014,NA,NA
"326",2014-08-31,"100g14",100,1,1,53,2014,NA,NA
"327",2014-09-01,"100g14",100,1,1,54,2014,NA,NA
"328",2014-09-02,"100g14",100,1,1,55,2014,NA,NA
"329",2014-09-03,"100g14",100,1,1,56,2014,NA,NA
"330",2014-09-04,"100g14",100,1,1,57,2014,NA,NA
"331",2014-09-05,"100g14",100,1,1,58,2014,NA,NA
"332",2014-09-06,"100g14",100,1,1,59,2014,NA,NA
"333",2014-09-07,"100g14",100,1,1,60,2014,NA,NA
"334",2014-09-08,"100g14",100,1,1,61,2014,NA,NA
"335",2014-09-09,"100g14",100,1,1,62,2014,NA,NA
"336",2014-09-10,"100g14",100,1,1,63,2014,NA,NA
"337",2014-09-11,"100g14",100,1,1,64,2014,NA,NA
"338",2014-09-12,"100g14",100,1,1,65,2014,NA,NA
"339",2014-09-13,"100g14",100,1,1,66,2014,NA,NA
"340",2014-09-14,"100g14",100,1,1,67,2014,NA,NA
"341",2014-09-15,"100g14",100,1,1,68,2014,NA,NA
"342",2014-09-16,"100g14",100,1,1,69,2014,NA,NA
"343",2014-09-17,"100g14",100,1,1,70,2014,NA,NA
"344",2014-09-18,"100g14",100,1,1,71,2014,NA,NA
"345",2016-07-11,"100g16",100,1,0,1,2016,33.5,1.73205080756888
"346",2016-07-12,"100g16",100,1,0,2,2016,36.2416666666667,4.81771339110584
"347",2016-07-13,"100g16",100,1,0,3,2016,40.0086956521739,8.52919654339665
"348",2016-07-14,"100g16",100,1,0,4,2016,51.4782608695652,15.2996421978881
"349",2016-07-15,"100g16",100,1,0,5,2016,60.7391304347826,13.7781691332351
"350",2016-07-16,"100g16",100,1,0,6,2016,84.6904761904762,20.5479666019543
"351",2016-07-17,"100g16",100,1,0,7,2016,110.133333333333,34.4020181177604
"352",2016-07-18,"100g16",100,1,0,8,2016,132.307692307692,43.6183917925008
"353",2016-07-19,"100g16",100,1,0,9,2016,153.928571428571,47.7741046945422
"354",2016-07-20,"100g16",100,1,0,10,2016,191.84375,48.8685593066716
"355",2016-07-21,"100g16",100,1,0,11,2016,220.80487804878,65.384332799301
"356",2016-07-22,"100g16",100,1,0,12,2016,274.9375,64.2240544240759
"357",2016-07-23,"100g16",100,1,0,13,2016,299.090909090909,89.4175089626797
"358",2016-07-24,"100g16",100,1,0,14,2016,326.740740740741,95.5999648344772
"359",2016-07-25,"100g16",100,1,0,15,2016,369.533333333333,71.1912108742865
"360",2016-07-26,"100g16",100,1,0,16,2016,399.772727272727,97.1529275519986
"361",2016-07-27,"100g16",100,1,0,17,2016,441.285714285714,143.890678893831
"362",2016-07-28,"100g16",100,1,0,18,2016,513.294117647059,115.362344758744
"363",2016-07-29,"100g16",100,1,0,19,2016,522.125,127.961908394647
"364",2016-07-30,"100g16",100,1,0,20,2016,539.555555555556,106.514965655051
"365",2016-07-31,"100g16",100,1,0,21,2016,564.764705882353,104.064973533738
"366",2016-08-01,"100g16",100,1,0,22,2016,577.681818181818,111.557111729774
"367",2016-08-02,"100g16",100,1,0,23,2016,654.333333333333,117.646877896474
"368",2016-08-03,"100g16",100,1,0,24,2016,652.45,130.09732187057
"369",2016-08-04,"100g16",100,1,0,25,2016,701.545454545455,126.553104709795
"370",2017-07-11,"100g17",100,1,0,1,2017,33.5,1.73205080756888
"371",2017-07-12,"100g17",100,1,0,2,2017,36.2416666666667,4.81771339110584
"372",2017-07-13,"100g17",100,1,0,3,2017,40.0086956521739,8.52919654339665
"373",2017-07-14,"100g17",100,1,0,4,2017,51.4782608695652,15.2996421978881
"374",2017-07-15,"100g17",100,1,0,5,2017,60.7391304347826,13.7781691332351
